status,trial_id,model_id,family,game,target_mode,backend,protocol_hash,elapsed_seconds,error,hit_at_1,mae,mse,exact,all_positions_within_1,brier,log_loss
BLOCKED,pp-bayesian-spline-categorical__numbers4__pymc__pymc-nuts__s1,pp-bayesian-spline-categorical,semi_parametric,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-bayesian-tcn__numbers4__pyro__pyro-svi-autonormal__s1,pp-bayesian-tcn,deep_probabilistic,numbers4,digit_categorical,pyro,,,,,,,,,,
BLOCKED,pp-bayesian-temperature-calibration__numbers4__pymc__pymc-nuts__s1,pp-bayesian-temperature-calibration,calibration,numbers4,calibration,pymc,,,,,,,,,,
BLOCKED,pp-bayesian-transformer__numbers4__pyro__pyro-svi-autonormal__s1,pp-bayesian-transformer,deep_probabilistic,numbers4,digit_categorical,pyro,,,,,,,,,,
BLOCKED,pp-beta-binomial-candidate__no-compatible-game,pp-beta-binomial-candidate,conjugate,,,builtin,,,,,,,,,,
BLOCKED,pp-beta-binomial-overdispersed__no-compatible-game,pp-beta-binomial-overdispersed,count,,,builtin,,,,,,,,,,
BLOCKED,pp-beta-binomial-position__no-compatible-game,pp-beta-binomial-position,conjugate,,,builtin,,,,,,,,,,
PASS,pp-bocpd-dirichlet-categorical__numbers4__builtin__analytic__s1,pp-bocpd-dirichlet-categorical,changepoint,numbers4,online_changepoint,builtin,6a31640eea79ac5bd383efbe9a94465c572b3b04d88fd62d0f23191dcf85b770,0.10483090900379466,,0.5,2.0,5.5,0.0,0.0,1.0899001332726668,3.118254908977235
BLOCKED,pp-conditional-bernoulli-fixed-k__no-compatible-game,pp-conditional-bernoulli-fixed-k,fixed_subset,,,builtin,,,,,,,,,,
BLOCKED,pp-deep-markov-model__numbers4__pyro__pyro-svi-autonormal__s1,pp-deep-markov-model,deep_probabilistic,numbers4,digit_categorical,pyro,,,,,,,,,,
BLOCKED,pp-dirichlet-multinomial__numbers4__pymc__pymc-nuts__s1,pp-dirichlet-multinomial,conjugate,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-dirichlet-process-categorical__numbers4__pymc__pymc-smc__s1,pp-dirichlet-process-categorical,nonparametric,numbers4,digit_categorical,pymc,,,,,,,,,,
PASS,pp-discounted-dirichlet-categorical__numbers4__builtin__analytic__s1,pp-discounted-dirichlet-categorical,conjugate,numbers4,digit_categorical,builtin,4db7558b1e199b867d04caf1b15ccecf123ea7f3dc665082793033fc0162ef0d,0.07132091400126228,,0.5,2.0,5.5,0.0,0.0,0.9330739275080214,2.369523959702308
BLOCKED,pp-dp-changepoint__numbers4__numpyro__numpyro-nuts__s1,pp-dp-changepoint,nonparametric,numbers4,digit_categorical,numpyro,,,,,,,,,,
BLOCKED,pp-dynamic-dirichlet-discount__numbers4__pymc__pymc-nuts__s1,pp-dynamic-dirichlet-discount,dynamic_conjugate,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-dynamic-horseshoe-categorical__numbers4__pymc__pymc-advi-fullrank__s1,pp-dynamic-horseshoe-categorical,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-dynamic-model-averaging__numbers4__pymc__pymc-nuts__s1,pp-dynamic-model-averaging,ensemble,numbers4,ensemble,pymc,,,,,,,,,,
BLOCKED,pp-dynamic-regression-categorical__numbers4__pymc__pymc-nuts__s1,pp-dynamic-regression-categorical,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-empirical-bayes-dirichlet__numbers4__pymc__pymc-nuts__s1,pp-empirical-bayes-dirichlet,empirical_bayes,numbers4,digit_categorical,pymc,,,,,,,,,,
PASS,pp-expanding-dirichlet-categorical__numbers4__builtin__analytic__s1,pp-expanding-dirichlet-categorical,conjugate,numbers4,digit_categorical,builtin,4db7558b1e199b867d04caf1b15ccecf123ea7f3dc665082793033fc0162ef0d,0.09149663499556482,,0.5,1.75,3.75,0.0,0.0,0.9050275990671547,2.2305526593403675
BLOCKED,pp-finite-mixture-categorical__numbers4__pymc__pymc-smc__s1,pp-finite-mixture-categorical,mixture,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-gaussian-copula-categorical__numbers4__pymc__pymc-nuts__s1,pp-gaussian-copula-categorical,copula,numbers4,joint_discrete_copula,pymc,,,,,,,,,,
BLOCKED,pp-gaussian-process-time-varying-logit__numbers4__pymc__pymc-smc__s1,pp-gaussian-process-time-varying-logit,gaussian_process,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-gp-categorical__numbers4__pymc__pymc-advi-fullrank__s1,pp-gp-categorical,gaussian_process,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-digits__numbers4__pymc__pymc-nuts__s1,pp-hierarchical-dirichlet-digits,hierarchical,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-games__numbers4__pymc__pymc-nuts__s1,pp-hierarchical-dirichlet-games,hierarchical,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-hierarchical-dirichlet-process__numbers4__numpyro__numpyro-nuts__s1,pp-hierarchical-dirichlet-process,nonparametric,numbers4,digit_categorical,numpyro,,,,,,,,,,
BLOCKED,pp-hmm-categorical__numbers4__pymc__pymc-smc__s1,pp-hmm-categorical,regime_switching,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-hsmm-categorical__numbers4__numpyro__numpyro-svi-lowrank__s1,pp-hsmm-categorical,regime_switching,numbers4,digit_categorical,numpyro,,,,,,,,,,
BLOCKED,pp-hurdle-count__numbers4__pymc__pymc-advi-fullrank__s1,pp-hurdle-count,count,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-latent-class-categorical__numbers4__pymc__pymc-smc__s1,pp-latent-class-categorical,mixture,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-local-level-categorical__numbers4__pymc__pymc-nuts__s1,pp-local-level-categorical,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-local-linear-trend-categorical__numbers4__pymc__pymc-nuts__s1,pp-local-linear-trend-categorical,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-logistic-normal-random-walk__numbers4__pymc__pymc-nuts__s1,pp-logistic-normal-random-walk,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-mixture-of-experts-categorical__numbers4__pymc__pymc-advi-fullrank__s1,pp-mixture-of-experts-categorical,mixture,numbers4,digit_categorical,pymc,,,,,,,,,,
PASS,pp-multinomial-dglm__numbers4__builtin__analytic__s1,pp-multinomial-dglm,state_space,numbers4,dynamic_multinomial,builtin,5bebf958d30990ab1cc03d66f94cbd47e4a03f6dea81e0b7fbc545a1181d5ba4,0.08435933000146179,,0.5,2.25,6.75,0.0,0.0,0.9819993430953877,2.5442800732326765
BLOCKED,pp-multinomial-logistic-normal-count__numbers4__pymc__pymc-nuts__s1,pp-multinomial-logistic-normal-count,count,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-multinomial-logit-horseshoe__numbers4__pymc__pymc-nuts__s1,pp-multinomial-logit-horseshoe,bayesian_regression,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-multinomial-logit-laplace__numbers4__pymc__pymc-nuts__s1,pp-multinomial-logit-laplace,bayesian_regression,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-multinomial-logit-normal__numbers4__pymc__pymc-nuts__s1,pp-multinomial-logit-normal,bayesian_regression,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-multinomial-logit-regularized-horseshoe__numbers4__pymc__pymc-nuts__s1,pp-multinomial-logit-regularized-horseshoe,bayesian_regression,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-multinomial-probit__numbers4__pymc__pymc-advi-fullrank__s1,pp-multinomial-probit,bayesian_regression,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-multiple-changepoint-categorical__numbers4__pymc__pymc-smc__s1,pp-multiple-changepoint-categorical,changepoint,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-negative-binomial-candidate-count__numbers4__pymc__pymc-nuts__s1,pp-negative-binomial-candidate-count,count,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-neural-hmm__numbers4__pyro__pyro-svi-autonormal__s1,pp-neural-hmm,deep_probabilistic,numbers4,digit_categorical,pyro,,,,,,,,,,
BLOCKED,pp-ordinal-adjacent-category__numbers4__pymc__pymc-nuts__s1,pp-ordinal-adjacent-category,ordinal,numbers4,digit_ordinal,pymc,,,,,,,,,,
BLOCKED,pp-ordinal-continuation-ratio__numbers4__pymc__pymc-nuts__s1,pp-ordinal-continuation-ratio,ordinal,numbers4,digit_ordinal,pymc,,,,,,,,,,
BLOCKED,pp-ordinal-cumulative-logit__numbers4__pymc__pymc-nuts__s1,pp-ordinal-cumulative-logit,ordinal,numbers4,digit_ordinal,pymc,,,,,,,,,,
BLOCKED,pp-poisson-candidate-count__numbers4__pymc__pymc-nuts__s1,pp-poisson-candidate-count,count,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-poisson-lognormal-count__numbers4__pymc__pymc-advi-fullrank__s1,pp-poisson-lognormal-count,count,numbers4,window_count,pymc,,,,,,,,,,
PASS,pp-posterior-constrained-decoder__numbers4__builtin__analytic__s1,pp-posterior-constrained-decoder,decision,numbers4,decision,builtin,0e435da40cf8b7c4fed59eb48cc0df7fe88c172bb1d918c992c7b1e7b27e3047,0.005026517006626818,,0.5,1.75,3.75,0.0,0.0,0.9050275990671547,2.2305526593403675
PASS,pp-posterior-utility-hit1-mse__numbers4__builtin__analytic__s1,pp-posterior-utility-hit1-mse,decision,numbers4,decision,builtin,0e435da40cf8b7c4fed59eb48cc0df7fe88c172bb1d918c992c7b1e7b27e3047,0.005238628000370227,,0.75,0.75,1.25,0.5,0.0,0.9050275990671547,2.2305526593403675
PASS,pp-posterior-utility-hit1__numbers4__builtin__analytic__s1,pp-posterior-utility-hit1,decision,numbers4,decision,builtin,0e435da40cf8b7c4fed59eb48cc0df7fe88c172bb1d918c992c7b1e7b27e3047,0.07030004600528628,,0.5,1.5,3.5,0.25,0.0,0.9050275990671547,2.2305526593403675
BLOCKED,pp-psis-loo-stacking__numbers4__arviz__analytic__s1,pp-psis-loo-stacking,ensemble,numbers4,ensemble,arviz,,,,,,,,,,
PASS,pp-rolling-dirichlet-categorical__numbers4__builtin__analytic__s1,pp-rolling-dirichlet-categorical,conjugate,numbers4,digit_categorical,builtin,4db7558b1e199b867d04caf1b15ccecf123ea7f3dc665082793033fc0162ef0d,0.08629515699431067,,0.5,2.25,6.75,0.0,0.0,0.9569876971443587,2.482626128475593
BLOCKED,pp-seasonal-harmonic-categorical__numbers4__pymc__pymc-advi-fullrank__s1,pp-seasonal-harmonic-categorical,state_space,numbers4,digit_categorical,pymc,,,,,,,,,,
BLOCKED,pp-single-changepoint-categorical__numbers4__pymc__pymc-smc__s1,pp-single-changepoint-categorical,changepoint,numbers4,digit_categorical,pymc,,,,,,,,,,
PASS,pp-static-dirichlet-categorical__numbers4__builtin__analytic__s1,pp-static-dirichlet-categorical,conjugate,numbers4,digit_categorical,builtin,4db7558b1e199b867d04caf1b15ccecf123ea7f3dc665082793033fc0162ef0d,0.08055842800240498,,0.5,1.75,3.75,0.0,0.0,0.9050275990671547,2.2305526593403675
BLOCKED,pp-sticky-hdp-hmm__numbers4__numpyro__numpyro-svi-lowrank__s1,pp-sticky-hdp-hmm,nonparametric,numbers4,digit_categorical,numpyro,,,,,,,,,,
BLOCKED,pp-switching-dynamic-regression__numbers4__numpyro__numpyro-svi-lowrank__s1,pp-switching-dynamic-regression,regime_switching,numbers4,digit_categorical,numpyro,,,,,,,,,,
BLOCKED,pp-switching-logistic-normal__numbers4__numpyro__numpyro-svi-lowrank__s1,pp-switching-logistic-normal,regime_switching,numbers4,digit_categorical,numpyro,,,,,,,,,,
PASS,pp-uniform-dirichlet__numbers4__builtin__analytic__s1,pp-uniform-dirichlet,conjugate,numbers4,digit_categorical,builtin,4db7558b1e199b867d04caf1b15ccecf123ea7f3dc665082793033fc0162ef0d,0.08716587299568346,,0.5,2.5,11.5,0.25,0.0,0.8790931582164746,2.212621825772227
BLOCKED,pp-variational-rnn__numbers4__pyro__pyro-svi-autonormal__s1,pp-variational-rnn,deep_probabilistic,numbers4,digit_categorical,pyro,,,,,,,,,,
BLOCKED,pp-zero-inflated-negative-binomial-count__numbers4__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-negative-binomial-count,count,numbers4,window_count,pymc,,,,,,,,,,
BLOCKED,pp-zero-inflated-poisson-count__numbers4__pymc__pymc-advi-fullrank__s1,pp-zero-inflated-poisson-count,count,numbers4,window_count,pymc,,,,,,,,,,
